inst#,actual,predicted,error,prediction
45550,2:0,1:1,+,0.563
45551,2:0,1:1,+,0.717
45552,2:0,1:1,+,0.56
45553,2:0,2:0,,0.805
45554,2:0,1:1,+,0.844
45555,2:0,2:0,,0.555
45556,2:0,2:0,,0.556
45557,2:0,1:1,+,0.707
45558,2:0,1:1,+,0.776
45559,2:0,1:1,+,0.509
45560,2:0,2:0,,0.55
45561,2:0,2:0,,0.609
45562,2:0,2:0,,0.587
45563,2:0,2:0,,0.76
45564,2:0,1:1,+,0.843
45565,2:0,2:0,,0.67
45566,2:0,2:0,,0.664
45567,2:0,2:0,,0.695
45568,2:0,1:1,+,0.823
45569,2:0,1:1,+,0.844
45570,2:0,2:0,,0.812
45571,2:0,1:1,+,0.555
45572,2:0,1:1,+,0.657
45573,2:0,2:0,,0.588
45574,2:0,1:1,+,0.819
45575,2:0,1:1,+,0.532
45576,2:0,2:0,,0.543
45577,2:0,1:1,+,0.761
45578,2:0,2:0,,0.51
45579,2:0,2:0,,0.501
45580,2:0,1:1,+,0.551
45581,2:0,2:0,,0.502
45582,2:0,1:1,+,0.698
45583,2:0,1:1,+,0.58
45584,2:0,1:1,+,0.806
45585,2:0,1:1,+,0.724
45586,2:0,1:1,+,0.535
45587,2:0,2:0,,0.524
45588,2:0,1:1,+,0.824
45589,2:0,1:1,+,0.811
45590,2:0,2:0,,0.793
45591,2:0,1:1,+,0.563
45592,2:0,2:0,,0.634
45593,2:0,2:0,,0.75
45594,2:0,2:0,,0.868
45595,2:0,1:1,+,0.673
45596,2:0,2:0,,0.554
45597,2:0,2:0,,0.807
45598,2:0,2:0,,0.562
45599,2:0,2:0,,0.819
45600,2:0,1:1,+,0.525
45601,2:0,2:0,,0.65
45602,2:0,2:0,,0.815
45603,2:0,1:1,+,0.742
45604,2:0,2:0,,0.54
45605,2:0,2:0,,0.65
45606,2:0,2:0,,0.598
45607,2:0,2:0,,0.578
45608,2:0,2:0,,0.829
45609,2:0,1:1,+,0.654
45610,2:0,2:0,,0.853
45611,2:0,1:1,+,0.616
45612,2:0,2:0,,0.83
45613,2:0,1:1,+,0.794
45614,2:0,1:1,+,0.807
45615,2:0,2:0,,0.607
45616,2:0,1:1,+,0.703
45617,2:0,1:1,+,0.526
45618,2:0,2:0,,0.743
45619,2:0,1:1,+,0.73
45620,2:0,2:0,,0.804
45621,2:0,1:1,+,0.757
45622,2:0,1:1,+,0.738
45623,2:0,2:0,,0.826
45624,2:0,1:1,+,0.537
45625,2:0,2:0,,0.767
45626,2:0,1:1,+,0.788
45627,2:0,1:1,+,0.501
45628,2:0,2:0,,0.698
45629,2:0,2:0,,0.893
45630,2:0,2:0,,0.539
45631,2:0,1:1,+,0.806
45632,2:0,1:1,+,0.772
45633,2:0,2:0,,0.51
45634,2:0,1:1,+,0.597
45635,2:0,1:1,+,0.777
45636,2:0,2:0,,0.742
45637,2:0,1:1,+,0.76
45638,2:0,2:0,,0.705
45639,2:0,1:1,+,0.564
45640,2:0,2:0,,0.521
45641,2:0,1:1,+,0.761
45642,2:0,2:0,,0.552
45643,2:0,2:0,,0.761
45644,2:0,1:1,+,0.769
45645,2:0,2:0,,0.829
45646,2:0,1:1,+,0.756
45647,2:0,2:0,,0.753
45648,2:0,1:1,+,0.665
45649,2:0,1:1,+,0.682
45650,2:0,2:0,,0.814
45651,2:0,1:1,+,0.686
45652,2:0,1:1,+,0.532
45653,2:0,2:0,,0.696
45654,2:0,2:0,,0.764
45655,2:0,2:0,,0.704
45656,2:0,2:0,,0.525
45657,2:0,2:0,,0.689
45658,2:0,2:0,,0.616
45659,2:0,2:0,,0.648
45660,2:0,2:0,,0.599
45661,2:0,1:1,+,0.69
45662,2:0,1:1,+,0.511
45663,2:0,2:0,,0.85
45664,2:0,2:0,,0.987
45665,2:0,2:0,,0.841
45666,2:0,2:0,,0.792
45667,2:0,2:0,,0.88
45668,2:0,2:0,,0.872
45669,2:0,2:0,,0.801
45670,2:0,2:0,,0.547
45671,2:0,2:0,,0.688
45672,2:0,1:1,+,0.84
45673,2:0,2:0,,0.772
45674,2:0,2:0,,0.501
45675,2:0,1:1,+,0.513
45676,2:0,1:1,+,0.578
45677,2:0,1:1,+,0.843
45678,2:0,2:0,,0.561
45679,2:0,2:0,,0.802
45680,2:0,2:0,,0.609
45681,2:0,2:0,,0.818
45682,2:0,2:0,,0.588
45683,2:0,2:0,,0.685
45684,2:0,2:0,,0.831
45685,2:0,2:0,,0.823
45686,2:0,1:1,+,0.742
45687,2:0,1:1,+,0.68
45688,2:0,1:1,+,0.7
45689,2:0,2:0,,0.518
45690,2:0,1:1,+,0.741
45691,2:0,1:1,+,0.554
45692,2:0,1:1,+,0.795
45693,2:0,2:0,,0.848
45694,2:0,2:0,,0.846
45695,2:0,2:0,,0.851
45696,2:0,2:0,,0.82
45697,2:0,2:0,,0.729
45698,2:0,2:0,,0.762
45699,2:0,1:1,+,0.567
45700,2:0,2:0,,0.601
45701,2:0,2:0,,0.519
45702,2:0,1:1,+,0.508
45703,2:0,2:0,,0.76
45704,2:0,2:0,,0.558
45705,2:0,1:1,+,0.581
45706,2:0,2:0,,0.817
45707,2:0,2:0,,0.725
45708,2:0,2:0,,0.628
45709,2:0,2:0,,0.809
45710,2:0,2:0,,0.814
45711,2:0,1:1,+,0.836
45712,2:0,2:0,,0.722
45713,2:0,2:0,,0.664
45714,2:0,2:0,,0.86
45715,2:0,2:0,,0.623
45716,2:0,2:0,,0.678
45717,2:0,1:1,+,0.746
45718,2:0,2:0,,0.505
45719,2:0,1:1,+,0.66
45720,2:0,1:1,+,0.812
45721,2:0,1:1,+,0.616
45722,2:0,2:0,,0.643
45723,2:0,1:1,+,0.526
45724,2:0,1:1,+,0.537
45725,2:0,1:1,+,0.6
45726,2:0,1:1,+,0.628
45727,2:0,2:0,,0.792
45728,2:0,2:0,,0.813
45729,2:0,2:0,,0.713
45730,2:0,2:0,,0.792
45731,2:0,2:0,,0.808
45732,2:0,2:0,,0.816
45733,2:0,2:0,,0.625
45734,2:0,2:0,,0.556
45735,2:0,1:1,+,0.583
45736,2:0,2:0,,0.501
45737,2:0,2:0,,0.655
45738,2:0,1:1,+,0.548
45739,2:0,2:0,,0.542
45740,2:0,2:0,,0.653
45741,2:0,1:1,+,0.817
45742,2:0,1:1,+,0.569
45743,2:0,2:0,,0.569
45744,2:0,1:1,+,0.656
45745,2:0,2:0,,0.566
45746,2:0,1:1,+,0.745
45747,2:0,1:1,+,0.836
45748,2:0,2:0,,0.848
45749,2:0,2:0,,0.842
45750,2:0,2:0,,0.848
45751,2:0,2:0,,0.61
45752,2:0,2:0,,0.818
45753,2:0,2:0,,0.727
45754,2:0,2:0,,0.643
45755,2:0,2:0,,0.844
45756,2:0,2:0,,0.868
45757,2:0,2:0,,0.847
45758,2:0,2:0,,0.859
45759,2:0,2:0,,0.834
45760,2:0,2:0,,0.777
45761,2:0,2:0,,0.852
45762,2:0,2:0,,0.838
45763,2:0,1:1,+,0.588
45764,2:0,1:1,+,0.58
45765,2:0,1:1,+,0.737
45766,2:0,2:0,,0.54
45767,2:0,2:0,,0.541
45768,2:0,1:1,+,0.531
45769,2:0,1:1,+,0.631
45770,2:0,1:1,+,0.585
45771,2:0,2:0,,0.647
45772,2:0,2:0,,0.866
45773,2:0,2:0,,0.807
45774,2:0,2:0,,0.702
45775,2:0,2:0,,0.859
45776,2:0,2:0,,0.527
45777,2:0,2:0,,0.581
45778,2:0,2:0,,0.67
45779,2:0,2:0,,0.775
45780,2:0,2:0,,0.689
45781,2:0,2:0,,0.684
45782,2:0,2:0,,0.687
45783,2:0,1:1,+,0.623
45784,2:0,2:0,,0.79
45785,2:0,2:0,,0.839
45786,2:0,2:0,,0.729
45787,2:0,2:0,,0.823
45788,2:0,2:0,,0.828
45789,2:0,2:0,,0.541
45790,2:0,2:0,,0.827
45791,2:0,1:1,+,0.691
45792,2:0,2:0,,0.689
45793,2:0,2:0,,0.701
45794,2:0,2:0,,0.511
45795,2:0,2:0,,0.847
45796,2:0,2:0,,0.629
45797,2:0,2:0,,0.828
45798,2:0,2:0,,0.75
45799,2:0,2:0,,0.799
45800,2:0,2:0,,0.826
45801,2:0,2:0,,0.783
45802,2:0,2:0,,0.817
45803,2:0,1:1,+,0.588
45804,2:0,2:0,,0.815
45805,2:0,2:0,,0.849
45806,2:0,2:0,,0.807
45807,2:0,2:0,,0.858
45808,2:0,2:0,,0.827
45809,2:0,2:0,,0.715
45810,2:0,2:0,,0.849
45811,2:0,2:0,,0.872
45812,2:0,1:1,+,0.757
45813,2:0,2:0,,0.787
45814,2:0,2:0,,0.83
45815,2:0,2:0,,0.769
45816,2:0,2:0,,0.892
45817,2:0,2:0,,0.64
45818,2:0,2:0,,0.843
45819,2:0,2:0,,0.562
45820,2:0,2:0,,0.681
45821,2:0,2:0,,0.67
45822,2:0,2:0,,0.618
45823,2:0,2:0,,0.658
45824,2:0,2:0,,0.668
45825,2:0,2:0,,0.647
45826,2:0,1:1,+,0.567
45827,2:0,2:0,,0.625
45828,2:0,2:0,,0.845
45829,2:0,2:0,,0.825
45830,2:0,1:1,+,0.843
45831,2:0,2:0,,0.622
45832,2:0,2:0,,0.651
45833,2:0,2:0,,0.633
45834,2:0,1:1,+,0.805
45835,2:0,1:1,+,0.531
45836,2:0,1:1,+,0.547
45837,2:0,2:0,,0.711
45838,2:0,1:1,+,0.564
45839,2:0,2:0,,0.78
45840,2:0,2:0,,0.693
45841,2:0,1:1,+,0.643
45842,2:0,2:0,,0.67
45843,2:0,2:0,,0.509
45844,2:0,2:0,,0.6
45845,2:0,2:0,,0.823
45846,2:0,2:0,,0.813
45847,2:0,2:0,,0.846
45848,2:0,1:1,+,0.719
45849,2:0,1:1,+,0.6
45850,2:0,2:0,,0.636
45851,2:0,2:0,,0.664
45852,2:0,2:0,,0.613
45853,2:0,2:0,,0.613
45854,2:0,1:1,+,0.734
45855,2:0,2:0,,0.836
45856,2:0,2:0,,0.775
45857,2:0,2:0,,0.85
45858,2:0,2:0,,0.777
45859,2:0,2:0,,0.858
45860,2:0,2:0,,0.856
45861,2:0,1:1,+,0.794
45862,2:0,2:0,,0.842
45863,2:0,2:0,,0.859
45864,2:0,2:0,,0.869
45865,2:0,2:0,,0.647
45866,2:0,2:0,,0.646
45867,2:0,2:0,,0.664
45868,2:0,2:0,,0.857
45869,2:0,2:0,,0.85
45870,2:0,2:0,,0.875
45871,2:0,2:0,,0.863
45872,2:0,2:0,,0.86
45873,2:0,1:1,+,0.679
45874,2:0,2:0,,0.799
45875,2:0,2:0,,0.868
45876,2:0,2:0,,0.831
45877,2:0,2:0,,0.621
45878,2:0,2:0,,0.874
45879,2:0,1:1,+,0.57
45880,2:0,2:0,,0.626
45881,2:0,2:0,,0.813
45882,2:0,2:0,,0.828
45883,2:0,1:1,+,0.644
45884,2:0,2:0,,0.505
45885,2:0,1:1,+,0.518
45886,2:0,2:0,,0.647
45887,2:0,2:0,,0.648
45888,2:0,1:1,+,0.69
45889,2:0,2:0,,0.836
45890,2:0,2:0,,0.793
45891,2:0,2:0,,0.856
45892,2:0,2:0,,0.863
45893,2:0,2:0,,0.869
45894,2:0,2:0,,0.871
45895,2:0,1:1,+,0.66
45896,2:0,2:0,,0.59
45897,2:0,2:0,,0.751
45898,2:0,2:0,,0.84
45899,2:0,2:0,,0.633
45900,2:0,2:0,,0.903
45901,2:0,2:0,,0.894
45902,2:0,2:0,,0.876
45903,2:0,2:0,,0.912
45904,2:0,2:0,,0.899
45905,2:0,2:0,,0.918
45906,2:0,2:0,,0.873
45907,2:0,2:0,,0.766
45908,2:0,2:0,,0.962
45909,2:0,2:0,,0.951
45910,2:0,2:0,,0.949
45911,2:0,2:0,,0.934
45912,2:0,2:0,,0.951
45913,2:0,2:0,,0.767
45914,2:0,2:0,,0.658
45915,2:0,2:0,,0.875
45916,2:0,2:0,,0.653
45917,2:0,2:0,,0.846
45918,2:0,2:0,,0.855
45919,2:0,2:0,,0.847
45920,2:0,2:0,,0.863
45921,2:0,2:0,,0.857
45922,2:0,2:0,,0.823
45923,2:0,1:1,+,0.578
45924,2:0,1:1,+,0.602
45925,2:0,1:1,+,0.608
45926,2:0,1:1,+,0.771
45927,2:0,2:0,,0.647
45928,2:0,2:0,,0.858
45929,2:0,2:0,,0.822
45930,2:0,2:0,,0.855
45931,2:0,2:0,,0.849
45932,2:0,2:0,,0.862
45933,2:0,2:0,,0.871
45934,2:0,1:1,+,0.68
45935,2:0,1:1,+,0.547
45936,2:0,1:1,+,0.766
45937,2:0,1:1,+,0.544
45938,2:0,1:1,+,0.838
45939,2:0,2:0,,0.571
45940,2:0,2:0,,0.699
45941,2:0,2:0,,0.586
45942,2:0,2:0,,0.674
45943,2:0,2:0,,0.63
45944,2:0,1:1,+,0.723
45945,2:0,1:1,+,0.533
45946,2:0,1:1,+,0.685
45947,2:0,1:1,+,0.581
45948,2:0,1:1,+,0.84
45949,2:0,2:0,,0.609
45950,2:0,2:0,,0.771
45951,2:0,2:0,,0.726
45952,2:0,2:0,,0.732
45953,2:0,2:0,,0.714
45954,2:0,2:0,,0.801
45955,2:0,1:1,+,0.642
45956,2:0,1:1,+,0.769
45957,2:0,1:1,+,0.796
45958,2:0,1:1,+,0.625
45959,2:0,1:1,+,0.838
45960,2:0,2:0,,0.649
45961,2:0,2:0,,0.909
45962,2:0,2:0,,0.912
45963,2:0,2:0,,0.894
45964,2:0,2:0,,0.616
45965,2:0,1:1,+,0.53
45966,2:0,2:0,,0.666
45967,2:0,1:1,+,0.536
45968,2:0,2:0,,0.724
45969,2:0,1:1,+,0.84
45970,2:0,2:0,,0.542
45971,2:0,2:0,,0.676
45972,2:0,2:0,,0.907
45973,2:0,2:0,,0.899
45974,2:0,2:0,,0.891
45975,2:0,2:0,,0.897
45976,2:0,2:0,,0.889
45977,2:0,2:0,,0.757
45978,2:0,1:1,+,0.537
45979,2:0,2:0,,0.682
45980,2:0,2:0,,0.755
45981,2:0,2:0,,0.601
45982,2:0,2:0,,0.845
45983,2:0,2:0,,0.766
45984,2:0,2:0,,0.726
45985,2:0,1:1,+,0.694
45986,2:0,1:1,+,0.782
45987,2:0,1:1,+,0.5
45988,2:0,2:0,,0.729
45989,2:0,1:1,+,0.752
45990,2:0,1:1,+,0.5
45991,2:0,2:0,,0.847
45992,2:0,2:0,,0.681
45993,2:0,2:0,,0.855
45994,2:0,2:0,,0.779
45995,2:0,2:0,,0.823
45996,2:0,2:0,,0.854
45997,2:0,1:1,+,0.56
45998,2:0,2:0,,0.873
45999,2:0,2:0,,0.864
46000,2:0,2:0,,0.873
46001,2:0,2:0,,0.694
46002,2:0,1:1,+,0.634
46003,2:0,1:1,+,0.753
46004,2:0,2:0,,0.608
46005,2:0,2:0,,0.829
46006,2:0,2:0,,0.827
46007,2:0,2:0,,0.783
46008,2:0,2:0,,0.76
46009,2:0,2:0,,0.824
46010,2:0,2:0,,0.688
46011,2:0,2:0,,0.836
46012,2:0,1:1,+,0.581
46013,2:0,2:0,,0.855
46014,2:0,2:0,,0.914
46015,2:0,2:0,,0.665
46016,2:0,2:0,,0.897
46017,2:0,2:0,,0.723
46018,2:0,2:0,,0.725
46019,2:0,2:0,,0.571
46020,2:0,2:0,,0.916
46021,2:0,2:0,,0.663
46022,2:0,2:0,,0.623
46023,2:0,2:0,,0.81
46024,2:0,2:0,,0.713
46025,2:0,2:0,,0.807
46026,2:0,2:0,,0.764
46027,2:0,1:1,+,0.68
46028,2:0,2:0,,0.673
46029,2:0,2:0,,0.862
46030,2:0,2:0,,0.875
46031,2:0,2:0,,0.86
46032,2:0,2:0,,0.862
46033,2:0,2:0,,0.855
46034,2:0,1:1,+,0.681
46035,2:0,2:0,,0.878
46036,2:0,2:0,,0.828
46037,2:0,2:0,,0.906
46038,2:0,2:0,,0.642
46039,2:0,2:0,,0.816
46040,2:0,2:0,,0.649
46041,2:0,2:0,,0.866
46042,2:0,2:0,,0.856
46043,2:0,2:0,,0.914
46044,2:0,2:0,,0.8
46045,2:0,2:0,,0.871
46046,2:0,1:1,+,0.559
46047,2:0,2:0,,0.631
46048,2:0,2:0,,0.851
46049,2:0,2:0,,0.866
46050,2:0,2:0,,0.862
46051,2:0,2:0,,0.875
46052,2:0,2:0,,0.71
46053,2:0,2:0,,0.945
46054,2:0,1:1,+,0.791
46055,2:0,2:0,,0.678
46056,2:0,2:0,,0.569
46057,2:0,2:0,,0.719
46058,2:0,2:0,,0.862
46059,2:0,2:0,,0.643
46060,2:0,2:0,,0.844
46061,2:0,2:0,,0.734
46062,2:0,2:0,,0.799
46063,2:0,2:0,,0.834
46064,2:0,2:0,,0.818
46065,2:0,2:0,,0.674
46066,2:0,2:0,,0.815
46067,2:0,1:1,+,0.522
46068,2:0,2:0,,0.808
46069,2:0,2:0,,0.838
46070,2:0,2:0,,0.81
46071,2:0,2:0,,0.879
46072,2:0,2:0,,0.875
46073,2:0,2:0,,0.868
46074,2:0,2:0,,0.879
46075,2:0,1:1,+,0.602
46076,2:0,2:0,,0.822
46077,2:0,2:0,,0.865
46078,2:0,2:0,,0.862
46079,2:0,2:0,,0.916
46080,2:0,2:0,,0.616
46081,2:0,2:0,,0.612
46082,2:0,2:0,,0.815
46083,2:0,2:0,,0.783
46084,2:0,2:0,,0.663
46085,2:0,2:0,,0.811
46086,2:0,1:1,+,0.571
46087,2:0,2:0,,0.816
46088,2:0,2:0,,0.891
46089,2:0,2:0,,0.87
46090,2:0,2:0,,0.7
46091,2:0,2:0,,0.893
46092,2:0,2:0,,0.839
46093,2:0,2:0,,0.886
46094,2:0,1:1,+,0.795
46095,2:0,2:0,,0.823
46096,2:0,2:0,,0.799
46097,2:0,2:0,,0.81
46098,2:0,2:0,,0.812
46099,2:0,2:0,,0.833
46100,2:0,2:0,,0.634
46101,2:0,2:0,,0.854
46102,2:0,2:0,,0.847
46103,2:0,2:0,,0.841
46104,2:0,2:0,,0.783
46105,2:0,2:0,,0.868
46106,2:0,2:0,,0.824
46107,2:0,2:0,,0.502
46108,2:0,2:0,,0.65
46109,2:0,2:0,,0.814
46110,2:0,2:0,,0.938
46111,2:0,2:0,,0.828
46112,2:0,2:0,,0.886
46113,2:0,2:0,,0.691
46114,2:0,2:0,,0.903
46115,2:0,1:1,+,0.727
46116,2:0,2:0,,0.77
46117,2:0,1:1,+,0.556
46118,2:0,2:0,,0.804
46119,2:0,2:0,,0.833
46120,2:0,2:0,,0.65
46121,2:0,2:0,,0.953
46122,2:0,2:0,,0.952
46123,2:0,2:0,,0.96
46124,2:0,2:0,,0.954
46125,2:0,2:0,,0.852
46126,2:0,2:0,,0.69
46127,2:0,2:0,,0.62
46128,2:0,2:0,,0.801
46129,2:0,2:0,,0.75
46130,2:0,2:0,,0.659
46131,2:0,1:1,+,0.52
46132,2:0,1:1,+,0.518
46133,2:0,2:0,,0.806
46134,2:0,2:0,,0.792
46135,2:0,2:0,,0.828
46136,2:0,2:0,,0.738
46137,2:0,2:0,,0.723
46138,2:0,2:0,,0.673
46139,2:0,2:0,,0.817
46140,2:0,2:0,,0.845
46141,2:0,2:0,,0.81
46142,2:0,2:0,,0.534
46143,2:0,2:0,,0.853
46144,2:0,2:0,,0.864
46145,2:0,2:0,,0.868
46146,2:0,2:0,,0.866
46147,2:0,2:0,,0.775
46148,2:0,1:1,+,0.761
46149,2:0,2:0,,0.842
46150,2:0,2:0,,0.584
46151,2:0,2:0,,0.716
46152,2:0,2:0,,0.91
46153,2:0,2:0,,0.912
46154,2:0,2:0,,0.901
46155,2:0,1:1,+,0.512
46156,2:0,2:0,,0.878
46157,2:0,2:0,,0.876
46158,2:0,2:0,,0.882
46159,2:0,2:0,,0.868
46160,2:0,2:0,,0.797
46161,2:0,2:0,,0.864
46162,2:0,2:0,,0.636
46163,2:0,2:0,,0.663
46164,2:0,2:0,,0.918
46165,2:0,2:0,,0.892
46166,2:0,2:0,,0.844
46167,2:0,2:0,,0.527
46168,2:0,2:0,,0.832
46169,2:0,2:0,,0.762
46170,2:0,2:0,,0.841
46171,2:0,2:0,,0.806
46172,2:0,2:0,,0.831
46173,2:0,2:0,,0.733
46174,2:0,2:0,,0.907
46175,2:0,2:0,,0.843
46176,2:0,2:0,,0.871
46177,2:0,2:0,,0.867
46178,2:0,1:1,+,0.574
46179,2:0,1:1,+,0.647
46180,2:0,1:1,+,0.637
46181,2:0,1:1,+,0.627
46182,2:0,2:0,,0.633
46183,2:0,1:1,+,0.587
46184,2:0,2:0,,0.61
46185,2:0,2:0,,0.852
46186,2:0,2:0,,0.863
46187,2:0,2:0,,0.888
46188,2:0,2:0,,0.854
46189,2:0,2:0,,0.875
46190,2:0,2:0,,0.838
46191,2:0,1:1,+,0.844
46192,2:0,1:1,+,0.606
46193,2:0,2:0,,0.644
46194,2:0,2:0,,0.877
46195,2:0,2:0,,0.872
46196,2:0,1:1,+,0.519
46197,2:0,2:0,,0.876
46198,2:0,2:0,,0.868
46199,2:0,2:0,,0.905
46200,2:0,2:0,,0.873
46201,2:0,2:0,,0.872
46202,2:0,2:0,,0.65
46203,2:0,1:1,+,0.502
46204,2:0,1:1,+,0.845
46205,2:0,2:0,,0.627
46206,2:0,2:0,,0.942
46207,2:0,1:1,+,0.592
46208,2:0,1:1,+,0.835
46209,2:0,1:1,+,0.666
46210,2:0,1:1,+,0.67
46211,2:0,2:0,,0.642
46212,2:0,2:0,,0.943
46213,2:0,1:1,+,0.749
46214,2:0,2:0,,0.642
46215,2:0,2:0,,0.968
46216,2:0,2:0,,0.553
46217,2:0,2:0,,0.653
46218,2:0,2:0,,0.525
46219,2:0,1:1,+,0.844
46220,2:0,1:1,+,0.659
46221,2:0,1:1,+,0.624
46222,2:0,2:0,,0.628
46223,2:0,2:0,,0.723
46224,2:0,2:0,,0.962
46225,2:0,1:1,+,0.645
46226,2:0,2:0,,0.858
46227,2:0,2:0,,0.944
46228,2:0,2:0,,0.941
46229,2:0,2:0,,0.764
46230,2:0,2:0,,0.949
46231,2:0,2:0,,0.915
46232,2:0,2:0,,0.829
46233,2:0,2:0,,0.653
46234,2:0,2:0,,0.968
46235,2:0,2:0,,0.968
46236,2:0,2:0,,0.773
46237,2:0,1:1,+,0.53
46238,2:0,2:0,,0.593
46239,2:0,2:0,,0.581
46240,2:0,2:0,,0.684
46241,2:0,2:0,,0.874
46242,2:0,1:1,+,0.506
46243,2:0,2:0,,0.75
46244,2:0,2:0,,0.885
46245,2:0,2:0,,0.894
46246,2:0,2:0,,0.724
46247,2:0,1:1,+,0.53
46248,2:0,2:0,,0.863
46249,2:0,1:1,+,0.545
46250,2:0,2:0,,0.526
46251,2:0,2:0,,0.694
46252,2:0,1:1,+,0.593
46253,2:0,2:0,,0.683
46254,2:0,2:0,,0.826
46255,2:0,2:0,,0.837
46256,2:0,2:0,,0.817
46257,2:0,2:0,,0.812
46258,2:0,2:0,,0.925
46259,2:0,2:0,,0.651
46260,2:0,2:0,,0.882
46261,2:0,1:1,+,0.547
46262,2:0,1:1,+,0.776
46263,2:0,1:1,+,0.638
46264,2:0,1:1,+,0.816
46265,2:0,2:0,,0.715
46266,2:0,1:1,+,0.761
46267,2:0,2:0,,0.967
46268,2:0,2:0,,0.816
46269,2:0,2:0,,0.932
46270,2:0,2:0,,0.969
46271,2:0,2:0,,0.89
46272,2:0,2:0,,0.835
46273,2:0,2:0,,0.653
46274,2:0,1:1,+,0.505
46275,2:0,1:1,+,0.838
46276,2:0,1:1,+,0.598
46277,2:0,2:0,,0.651
46278,2:0,2:0,,0.892
46279,2:0,2:0,,0.978
46280,2:0,2:0,,0.829
46281,2:0,2:0,,0.765
46282,2:0,2:0,,0.787
46283,2:0,2:0,,0.978
46284,2:0,2:0,,0.896
46285,2:0,2:0,,0.956
46286,2:0,2:0,,0.941
46287,2:0,2:0,,0.833
46288,2:0,2:0,,0.653
46289,2:0,1:1,+,0.571
46290,2:0,1:1,+,0.837
46291,2:0,1:1,+,0.581
46292,2:0,2:0,,0.65
46293,2:0,2:0,,0.9
46294,2:0,2:0,,0.958
46295,2:0,2:0,,0.961
46296,2:0,2:0,,0.66
46297,2:0,2:0,,0.974
46298,2:0,2:0,,0.931
46299,2:0,2:0,,0.944
46300,2:0,2:0,,0.974
46301,2:0,2:0,,0.886
46302,2:0,2:0,,0.829
46303,2:0,2:0,,0.653
46304,2:0,2:0,,0.623
46305,2:0,1:1,+,0.844
46306,2:0,1:1,+,0.609
46307,2:0,1:1,+,0.798
46308,2:0,1:1,+,0.754
46309,2:0,2:0,,0.784
46310,2:0,2:0,,0.931
46311,2:0,2:0,,0.926
46312,2:0,2:0,,0.83
46313,2:0,2:0,,0.825
46314,2:0,2:0,,0.653
46315,2:0,1:1,+,0.507
46316,2:0,1:1,+,0.591
46317,2:0,1:1,+,0.839
46318,2:0,1:1,+,0.573
46319,2:0,1:1,+,0.844
46320,2:0,1:1,+,0.844
46321,2:0,2:0,,0.641
46322,2:0,2:0,,0.878
46323,2:0,2:0,,0.824
46324,2:0,1:1,+,0.548
46325,2:0,1:1,+,0.525
46326,2:0,1:1,+,0.713
46327,2:0,1:1,+,0.53
46328,2:0,2:0,,0.744
46329,2:0,2:0,,0.959
46330,2:0,2:0,,0.963
46331,2:0,2:0,,0.963
46332,2:0,2:0,,0.751
46333,2:0,2:0,,0.905
46334,2:0,2:0,,0.666
46335,2:0,1:1,+,0.603
46336,2:0,2:0,,0.89
46337,2:0,2:0,,0.511
46338,2:0,2:0,,0.872
46339,2:0,2:0,,0.874
46340,2:0,1:1,+,0.511
46341,2:0,2:0,,0.584
46342,2:0,1:1,+,0.577
46343,2:0,1:1,+,0.533
46344,1:1,2:0,+,0.845
46345,1:1,2:0,+,0.969
46346,1:1,2:0,+,0.775
46347,1:1,2:0,+,0.73
46348,1:1,2:0,+,0.905
46349,1:1,2:0,+,0.85
46350,1:1,2:0,+,0.969
46351,1:1,2:0,+,0.814
46352,1:1,2:0,+,0.771
46353,2:0,2:0,,0.899
46354,2:0,2:0,,0.875
46355,2:0,2:0,,0.825
46356,2:0,2:0,,0.763
46357,2:0,2:0,,0.751
46358,2:0,2:0,,0.957
46359,2:0,2:0,,0.957
46360,2:0,2:0,,0.75
46361,2:0,1:1,+,0.533
46362,2:0,1:1,+,0.533
46363,1:1,2:0,+,0.896
46364,1:1,2:0,+,0.907
46365,1:1,1:1,,0.519
46366,1:1,2:0,+,0.658
46367,1:1,1:1,,0.553
46368,1:1,2:0,+,0.748
46369,1:1,2:0,+,0.923
46370,1:1,2:0,+,0.545
46371,1:1,2:0,+,0.539
46372,2:0,2:0,,0.507
46373,2:0,2:0,,0.511
46374,2:0,2:0,,0.808
46375,2:0,1:1,+,0.843
46376,1:1,2:0,+,0.653
46377,1:1,2:0,+,0.634
46378,1:1,1:1,,0.516
46379,1:1,1:1,,0.537
46380,1:1,2:0,+,0.682
46381,1:1,2:0,+,0.937
46382,1:1,2:0,+,0.501
46383,1:1,2:0,+,0.7
46384,2:0,2:0,,0.648
46385,2:0,2:0,,0.832
46386,1:1,2:0,+,0.653
46387,1:1,2:0,+,0.923
46388,1:1,2:0,+,0.58
46389,1:1,2:0,+,0.53
46390,1:1,2:0,+,0.899
46391,1:1,2:0,+,0.503
46392,1:1,2:0,+,0.92
46393,1:1,2:0,+,0.917
46394,1:1,2:0,+,0.954
46395,1:1,1:1,,0.536
46396,1:1,2:0,+,0.519
46397,2:0,2:0,,0.927
46398,2:0,2:0,,0.591
46399,2:0,2:0,,0.824
46400,2:0,2:0,,0.822
46401,2:0,2:0,,0.971
46402,2:0,2:0,,0.956
46403,2:0,2:0,,0.938
46404,2:0,2:0,,0.943
46405,2:0,2:0,,0.833
46406,1:1,2:0,+,0.653
46407,1:1,1:1,,0.528
